X,Y,Clusters
2.5861094145299797,1.1711061590327456,5
-1.225859410632233,-0.8511700103271804,0
1.6166601848657631,-1.2384213670610928,7
0.22223258931863624,0.09282009883067749,4
0.6001780248028175,0.23804000915662346,4
-2.410691396150776,-0.18441418476734245,0
2.956453830181428,0.7798687953464319,5
-1.4877168078689056,-0.12313983852263448,0
2.2260310068443894,-0.5341009161005951,7
2.5864778260336863,-1.087674497032322,7
2.0742845753340475,0.8292096917846861,1
-2.878917406011108,-0.7926549949585588,3
-1.2658961946812854,-1.162263574009267,0
2.035723175666123,-1.1805120789178092,7
1.7003164359524854,-1.541155092232719,7
-0.9219079845532266,0.027479422682392406,5
-1.486756053475124,-1.104852207978162,10
1.7694364690717592,-1.1355895841064947,7
-0.2874035714572554,1.884099879181969,10
2.410753448299767,-0.44981407941622764,7
-2.1401641661465667,0.3673851177473795,10
2.1413937984731173,0.5697858420508667,8
2.2729259024816155,-0.9779295399710964,7
-1.2694433925647106,0.5884263204826451,2
2.3930471626511753,1.0627746371150548,2
-1.6401841915930002,-1.8176528570630013,3
1.906213840003306,4.4623892825936755,9
-0.09493158407837801,-0.5622052014907617,0
2.131914133017858,-0.9837548650984425,7
-0.7733793295546727,0.8613902541547944,0
-1.849530165622703,-1.760971686417672,3
-0.458480294081838,-0.3490194732415638,3
-0.045878473389851696,0.5714039078508658,8
0.8094329427393412,0.3769377961985096,1
-1.3242915431001654,-1.0711755705805526,10
-1.8807669554326394,-1.8514774641551022,3
-1.8744828276036067,0.14684847467276868,4
1.5207177972182466,-1.2423201070811336,7
2.7562803634991844,1.024101759557939,5
1.3444712171939321,-1.6748778868919958,7
2.922390047772963,1.2278587720473901,5
1.6555163725948394,-1.1189793439213402,2
-1.789002221726906,0.49645952513180064,10
-1.9550534433635347,-1.6308824990362036,0
2.5976867645341586,1.3139743637700854,8
1.8780306103797282,-0.9616391963850133,7
-0.994197028687099,0.6662773009790416,10
2.3650418803371838,0.5019803463019283,1
-1.3120486981148114,-0.6992640219267497,0
0.3135994982428838,0.037515921387345046,4
-3.230465974372023,-1.4553652831843553,3
1.3176615985118907,0.5377742458812498,4
0.22199670583768158,1.4873394251200414,8
0.6066886190998166,1.1989556313444625,0
1.7022684313746879,-0.8529507121534244,2
1.5284013127349785,-1.4623713327536054,7
1.2242568370177884,-1.086137770033962,7
1.4586250967569327,-0.7516841801636095,7
1.5524498186092053,-1.3649734505008642,7
1.7019013425327623,-1.0139875771734586,7
-1.6616294209028972,4.392324654217297,9
2.0936411122270426,-0.9204079887056207,7
2.2258117406244615,-0.2670754098416263,7
-0.8792292501260028,-0.5878038639337038,2
1.9165236476324954,-1.1829425694229754,7
-2.1543135115305296,0.0026955762601481854,0
0.042545850290643714,0.4045781104598084,4
3.156069387983036,0.7300565059916135,7
-2.1488394953098013,3.914385544595596,9
-1.8475609643768103,-1.080639124754468,3
-1.8764097390868484,-0.6914607787112136,3
2.7971416602485797,0.040592564515740844,5
-1.6553765904720588,-1.476706147159442,0
0.9277589801719108,0.2469002949198578,6
-2.2839135775786983,-1.7049807758359663,3
1.449228821009764,-0.5577623245399911,7
1.0873193732501771,5.111216779906867,9
-3.4200007631325398,-1.3560992438923418,3
2.0249653737594744,0.542572232558881,7
-1.9931008600365356,-1.464524281239824,0
1.534334513675625,-0.8483445436640963,7
-0.11661813251635958,0.08947347067921246,4
2.139091423658587,-0.7713488647469788,7
-1.1326562355509129,-0.18780404102355808,0
-1.6998082760160116,-0.31771041024874563,3
2.4245914674914673,1.2480148088569734,7
2.0574358067653167,-0.5604053815101774,7
-1.670505012413357,-1.2660731072543132,0
-1.0906312610700417,1.401486437111741,8
2.1949199021759767,-0.201945120555589,7
-1.3085086708230884,-0.060669226853990815,10
-1.9878242398312964,-0.14811785300357613,10
0.17425289066198593,-0.3219393478960846,4
2.31761799840017,1.142721940160643,7
-1.2139774542234145,0.03708049931950191,0
3.5411337911637917,1.1067493946087177,5
1.783448852318278,-1.130490002225582,7
-1.0360615563177664,0.5050450227169702,10
-1.823197141112893,0.002621460327318784,8
2.8053578153940286,0.06547568540791289,7
2.6699368716023923,-0.6298575784267371,7
-0.695480147481055,1.393078107351182,5
-2.5711402002763553,-1.2237702188835469,2
-1.2566489397759197,-1.2689747939722695,0
2.7028883838085047,0.048869051272850045,7
-2.862199748800182,4.125718287498841,9
-2.0306991134496033,-1.9474988646256781,3
-2.1915076760963417,1.0502992909605222,0
1.524857979823883,-1.3052422494369083,7
-1.506156962087624,-1.6290029597868159,6
2.054367244825732,-0.3029633075464876,7
2.594983195102191,0.41068362330099256,5
-0.2310388764629188,-0.27664376644565497,4
-2.2618283801347467,-1.2506553227626394,3
1.7394997409577193,-1.3053695894921327,7
2.936158018439441,0.47384503714490184,7
2.556098752291501,0.6699337894828459,7
2.210866973122669,-0.9099872961706227,7
-1.3615957489547,-1.3933997480698457,0
-2.947812443539274,-1.2897060665425193,3
2.4668779463441197,-0.7148285579280821,7
-1.3028538709763768,-1.2014879532728366,3
2.2139191355161114,0.819513085942584,1
-2.4588244185429775,-1.6705388231235656,3
0.7368165317845901,0.3728442618701797,4
-2.7898413586815867,-0.8557337206848055,3
1.272945758191637,-0.7501388900392648,7
1.2659344465996627,4.42962442664169,9
-0.7073828576393918,-0.6397252439430839,0
-1.7706725364462612,-0.9021441593231538,0
-2.414397300569582,-0.7811575152835333,0
2.610409697175028,0.27506557752253724,5
1.908911759745496,-1.0769763860498984,7
-1.5029814237030128,0.23551972871049642,2
2.3280699861624923,0.9883032010532357,8
3.065843052918363,0.18964908845767803,5
-0.4140105463607018,0.07132464320918604,4
-2.1736706958747214,-1.4679182407920215,3
2.195194668018882,-0.8966879361609327,7
3.188396420790577,0.6315233194017265,7
-2.412348324933187,-1.2640595596199744,3
-2.5715916658842475,-1.7855320035765962,3
-1.4412240649227324,0.017823385176275332,0
-0.7843646199654406,-0.6522297095846281,2
-2.019879482457473,-0.5714671803668578,10
0.7090134110926626,-1.1327597555755982,7
-2.3041404394534557,0.9171658500178261,10
2.674027064874912,-0.7110804078559854,7
-1.8588942245176148,5.472504253278749,9
-1.4911859315057556,2.0233162614181337,10
-2.496042358745847,-0.4968229759288685,0
-1.6280368021797904,-0.8362832307863203,6
-1.7170592988398437,-1.8111470100969256,3
-1.0501744592412252,5.18279170675443,9
2.211513338924003,-1.0419948674499055,7
-1.7492744711231654,-1.538216711678168,0
-0.09899431008580258,1.7469999090022015,10
-0.5540888413311993,-0.8993444102887871,0
-1.0452203011071677,-0.7901876414586634,6
-1.9947680243626047,5.856984935303028,9
-2.690629449154659,-0.692143252697692,10
-0.16439642346581046,2.0418226003561553,10
-1.916334927131057,-0.6843009399798987,0
2.6222527154653985,0.5424299967278844,5
-2.0766577860492235,-0.03637167790857931,10
-0.6128583910366826,0.8141200975588485,8
-0.0930974422117157,2.8351397850148814,1
-2.5779943112677524,-1.8871055476233338,3
-0.8436192147394171,3.3603533186938774,0
-1.7192814315359803,-1.097207689911525,0
2.0079950871162953,0.8605217294942501,1
2.24300683149457,-0.7127791787686479,7
-1.0710830765500654,-1.413312444382617,0
2.067009234663521,0.9357559072847247,1
-2.0177600351510745,-0.21593403469275307,10
-1.641679326600014,-1.8564567381445667,3
-1.7681742404139291,-1.6137272926756705,0
-2.84828333435221,-1.4900299708945686,3
2.30175177417399,-0.6200558330924195,7
2.418067550132532,0.9823655617106203,7
-1.8777884521989239,0.2886713470629657,0
-1.25656745537713,-1.5230142542803988,0
1.4427438469435145,-1.5665541669459302,7
1.7126779765132536,0.8132230993267568,8
1.1711767306541734,-0.8884354135609137,7
-0.4421473230050693,1.6908834862082807,5
-1.4104584069678012,5.68029829780532,9
0.5576267176401996,0.3642405343061199,4
2.0816706324560372,1.8410462907017813,1
-1.7951032501792077,-0.21357591614883864,0
1.4400251267309199,-1.4392115658521998,7
2.407284091174938,0.43507678078647727,7
1.8802131614236386,-0.7641977069937365,2
1.8999954009908104,0.876479560200797,2
0.08191267996332359,-1.795276350543766,6
-0.692825036044413,-0.5568237975749307,0
-0.7575542549675904,1.274322302014219,8
0.6981727194873076,-0.49270362528077,6
-0.9415685675449111,0.12281658935742615,5
-1.663191315109801,-0.2961951053077977,0
-2.310001040330798,3.653124066670328,9
2.4629374990350676,-0.5267217758342922,7
-1.2249822224491103,1.4920272431979427,0
-1.7601945128829855,1.9778931089285363,1
-2.6513807243449024,-1.462777584367934,3
1.3348733714432193,-0.8411118239129082,7
-0.4115942529220404,-0.7210156829369966,0
1.382621520571798,1.597765692503555,4
-3.095610221703428,-1.2354609243170651,3
2.37583762752012,0.59982217632251,7
1.9206425626157777,-1.1925857066179217,7
-2.0598772252421327,-0.7418690618002516,0
2.348978847947677,-0.7454041397229793,7
2.571736123529685,0.24365316325006525,7
-0.7790871317644158,-1.0184435977979778,0
-1.3630083100930956,0.05402553689243244,0
1.914673537025488,-1.1686549281711225,7
2.3321445878301432,-0.3810030745039548,7
-1.4701192604924211,-1.5059471223970466,0
1.3518647882955146,-1.4950460584665006,7
-1.1544038336557376,5.234226303295682,9
-0.5751076548049818,0.004456020550949453,0
1.2305488479546611,-0.34155307594667184,7
-1.792102498774072,0.7433801585308549,0
-2.606119345236333,-1.4516747653717046,3
-2.1467643919478414,5.929027166313344,9
3.3020678942306274,0.9576874785496927,5
-1.677753397893907,1.433479375582697,0
-1.548327107654023,0.5953110228918668,0
-0.9471860866676157,-0.9262772739956112,0
-1.5690787098054062,0.15500746438327193,10
-1.9462651575696492,-0.9453227532627317,0
-1.2976649350243428,-0.6036003783998448,6
-0.9478162867209626,-0.5818107499242458,0
1.8223569536123654,0.8032395782617116,1
-2.104107135665363,1.1751487451223408,1
2.280355288857123,-0.7991570969624697,7
2.98205978086125,0.8040336734980529,7
-1.58971317500568,-1.6658609051824458,3
1.9474836060106067,-0.47344349931694885,7
0.12799657122722785,1.434445465491002,4
2.179853952851788,0.7643331063743775,1
-2.5332559101691534,4.018905451356678,9
-0.39804436864511605,-0.5013093850162609,0
1.4677475398069868,-0.5764415186880646,7
1.6826312092513855,-0.48894888327974867,7
-2.6901501851956473,-0.7357511386015221,0
2.3653965290513668,-0.9025622747959453,2
1.36966109239639,-0.7726738983432522,7
0.6037237969155586,0.6307607516975455,4
-0.06082007598751307,0.2349081360483589,4
-1.5789022144078488,2.7261816629353075,10
-1.8890661982804053,0.27951175793944,3
-1.1085910727835544,-0.6230124468797434,0
2.6502967314090147,0.41146599241321574,5
-2.9801168472434005,-1.296753430137851,3
-2.371448246739776,-0.25050141730033676,0
-1.0522940740747753,0.9557263949197655,0
-0.6899020899288516,-0.562621337595673,0
-1.5541213983936812,0.10994778643131242,3
2.103365006728038,-1.0638794353533219,7
-2.952030045146046,-1.6005111421705733,3
2.09232207468629,-0.6584052980141636,7
1.617019463273553,-1.5248525262096753,7
3.3006304557619917,0.16710087049037434,7
-2.5411782791426547,3.778415714768416,9
2.446045904688948,-0.2410712190691001,7
-1.7471170435738035,-0.20788960786402885,0
0.35731779027640725,-0.3595027182096556,4
2.38201714302801,-0.315760191180319,7
-2.8076262823841627,-1.7204027533218365,3
4.011096881989607,0.5640462046958178,5
-1.1921295313658633,0.6960060691305973,3
-1.7799969138276799,-0.07626499729335726,3
1.4540290735459838,-1.465178961276831,7
2.161193257393126,-0.9970942235767281,7
-1.755770290699061,-0.44213928484959625,0
-2.4860371698105563,-1.1426264889847002,2
0.12139285964815848,-0.6231446859819136,4
-2.406609564852314,-0.23995545409751148,0
2.477378073302639,0.5908508114202684,7
-1.4834813493376318,0.057428277657340876,10
-0.9187823077284504,0.8343427998404694,0
-2.1180661295044723,-2.0412314933035955,3
2.595910806857142,0.8330161253820095,8
2.3858160959685932,-0.47789389794887993,7
-1.131712188405116,-0.2519367134282966,0
-1.8675786630875348,-0.6068116863812519,0
1.942212932865764,-1.2682465328174068,7
1.9946774303731853,-0.5036638307877941,7
-1.582561749494671,0.2603503279104999,0
-0.5778728548720712,0.9490181727463113,0
-1.8078200796113897,-1.734526872733649,3
-2.1219055846777364,-0.4541134871434968,2
2.015323380014344,-0.43875197986686976,7
-0.35289597665864525,1.198178799645604,0
0.020921619002551205,5.415535598062726,9
-1.5811094840905013,-1.7887039693135485,3
-0.3760722533222857,-0.7979776731218682,0
1.6732770590208088,-0.41977175668062133,7
-2.9805862238512555,-0.8074183810121107,0
1.8622906787089866,-1.2764588816369442,7
1.9678396225643193,-0.8019609104834245,7
-0.48617223388894,-0.2616429871551595,4
-1.9279357203678384,0.2279406822856292,0
-1.4952968540004814,-1.0849996326431404,2
-1.7232121527273034,0.11866810731459153,0
1.322448146989239,-0.7224826271425349,7
3.119500084926551,0.5981390199617246,7
-1.4569610312860561,-1.084881007301423,0
2.040027174645429,-0.7279270301296651,7
-3.284371708932148,3.9277994137234877,9
-0.6881877080554916,1.7840624012914574,5
-2.2599056129029225,-1.4801817088822848,3
-1.633162392454222,-1.4500626421850547,0
3.049247001378709,0.9851154172824146,5
-0.8857757202781886,-1.722146782075318,6
-2.2796600296329874,-0.8417882441409006,2
-1.9096128186427048,1.0878290902836982,0
2.660871017527141,0.6163405580264237,5
2.497432761122765,-1.0024436908612722,7
-0.7195650871375542,-0.6269895208837339,0
-1.9685678645561113,-0.6419568749212137,0
2.9890512813839614,1.210412583215179,5
3.178476542778005,0.9835303519442704,5
-3.177018750619172,4.424573642698872,9
0.9049482846577142,0.46349416318248066,4
2.4379391116118834,0.21837263417386946,5
-0.3950711584918513,-0.7050618945552146,0
-0.9597767367916167,-1.1247882199240868,0
-1.8704843853077482,-0.8521641095523407,0
-1.6344442218103075,-0.7963813033982432,0
1.8333206632539072,1.0656263698044057,7
2.156923793053587,-0.8830208122609217,7
-2.2838765706902686,-2.1239242834353385,6
-1.1586109818510273,-1.5715557462949803,6
